,,,,,,,,,,
"医療機関
コード",医療機関名称,郵便番号,住所,電話番号,院内接種,,,出張接種,,
A230094,医療法人　士正会　健診センター　栄エンゼルクリニック,460-0008,愛知県名古屋市中区栄５－４－１２,052(238)0323,"3,080 ",○,満18歳以上,×,,
A230064,医療法人　順秀会　スカイル内科,460-0008,"愛知県名古屋市中区栄３－４－５
栄（スカイル）ビル１１階",052(241)2111,"2,800 ",○,満13歳以上,○,"3,080 ",1事業所1回訪問30名以上
A230004,医療法人　葛谷クリニック,460-0008,愛知県名古屋市中区栄４－１７－２０,052(261)3700,"3,080 ",○,満6歳以上,×,,
A230096,一般財団法人　近畿健康管理センター　ＫＫＣウエルネス名古屋健診クリニック,460-0012,愛知県名古屋市中区千代田３－８－５,052(331)2325,"3,080 ",○,満20歳以上,○,"3,080 ",1事業所1回訪問30名以上
A230130,としわ会診療センターレクリニック,460-0022,愛知県名古屋市中区金山５－５－１１,052(882)1048,"3,080 ",○,6ヵ月以上,○,"3,080 ",1事業所1回訪問60名以上
A230107,全国土木建築国民健康保険組合　中部健康管理センター,461-0002,愛知県名古屋市東区代官町３４－２５,052(979)5010,"3,000 ",○,満18歳以上,×,,
A230066,一般財団法人　愛知健康増進財団,462-0844,愛知県名古屋市北区清水一丁目１８番４,052(951)3919,"3,080 ",○,満18歳以上,○,"3,080 ",1事業所1回訪問30名以上
A230136,うちだ内科クリニック,463-0048,愛知県名古屋市守山区小幡南３－５－３,052(758)1122,"3,080 ",○,満3歳以上,×,,
A230063,医療法人　順秀会　守山内科・守山健康管理センター,463-0070,愛知県名古屋市守山区新守山９０１,052(791)5110,"3,080 ",○,0ヵ月以上,○,"3,080 ",1事業所1回訪問30名以上
A230030,咲江レディスクリニック,464-0066,"愛知県名古屋市千種区池下町２－１５
ハクビ池下ビル３Ｆ",052(757)0222,"3,080 ",○,満1歳以上,×,,
A230003,医療法人　順秀会　東山内科・東山健康管理センター,464-0807,愛知県名古屋市千種区東山通５－１０３,052(781)1235,"3,080 ",○,6ヵ月以上,○,"3,080 ",1事業所1回訪問30名以上
A230069,安藤内科外科医院,464-0850,愛知県名古屋市千種区今池４－５－１８,052(731)1338,"3,080 ",○,満7歳以上,×,,
A230009,一般社団法人　オリエンタル労働衛生協会,464-8691,愛知県名古屋市千種区今池１－８－４,052(732)2200,"3,080 ",○,満18歳以上,○,"3,080 ",1事業所1回訪問150名以上
A230133,照が丘クリニック,465-0042,愛知県名古屋市名東区照が丘６１,052(772)5131,"3,000 ",×,,×,,
A230115,若月こどもとアレルギーのクリニック,465-0069,愛知県名古屋市名東区高針荒田１９０１,052(788)7581,"3,000 ",○,6ヵ月以上,×,,
A230113,医療法人　林内科クリニック,466-0854,"愛知県名古屋市昭和区広路通１－１７
－１　ＳＨＯＷ－Ａビル１階",052(751)6622,"3,080 ",×,,×,,
A230120,ＴＫクリニック,467-0017,愛知県名古屋市瑞穂区東栄町８－５,052(851)1648,"3,080 ",○,満1歳以上,×,,
A230114,宮田胃腸科外科,468-0008,"愛知県名古屋市天白区一本松
２－１１０２",052(802)3311,"3,080 ",○,満3歳以上,×,,
A230129,しまだ中央クリニック,468-0041,"愛知県名古屋市天白区保呂町
１７０８－２",052(809)2561,"3,000 ",○,満1歳以上,×,,
A230124,医療法人あいち診療会　あいち診療所野並,468-0049,"愛知県名古屋市天白区福池
２－３３０－２",052(895)6637,"3,080 ",○,6ヵ月以上,×,,
A230068,医療法人　東海予防医学クリニック,470-0113,愛知県日進市栄２－６０５,0561(72)5031,"3,000 ",×,,○,"3,080 ",1事業所1回訪問20名以上
A230007,（医）大医会　日進おりど病院　予防医学推進・研究センター,470-0115,愛知県日進市折戸町西田面１１０,0561(73)7771,"3,080 ",×,,○,"3,080 ",1事業所1回訪問100名以上
A230016,医療法人　名翔会　和合セントラルクリニック,470-0162,"愛知県愛知郡東郷町大字春木字白土
１－１８８４",052(805)8000,"3,000 ",×,,○,"3,000 ",1事業所1回訪問50名以上
A230022,みすクリニック,470-0224,"愛知県みよし市三好町小坂７５
三好医療モール２Ｆ",0561(34)7511,"3,080 ",○,満1歳以上,×,,
A230075,医療法人　九愛会　中京サテライトクリニック,470-1101,愛知県豊明市沓掛町石畑１８０－１,0562(93)8222,"3,080 ",○,満16歳以上,○,"3,080 ",1事業所1回訪問70名以上
A230023,医療法人　三健会　水野内科クリニック,472-0025,愛知県知立市池端２－１７,0566(82)8200,"3,080 ",○,6ヵ月以上,×,,
A230014,医療法人　豊昌会　豊田健康管理クリニック,473-0907,愛知県豊田市竜神町新生１５１－２,0565(27)5550,"3,080 ",○,満18歳以上,○,"3,080 ",1事業所1回訪問30名以上
A230051,酒井内科・皮フ科,475-0911,愛知県半田市星崎町３－３８,0569(23)3232,"3,000 ",○,満15歳以上,×,,
A230123,じんのクリニック,476-0003,愛知県東海市荒尾町寿鎌９８,052(603)3550,"3,000 ",○,満12歳以上,×,,
A230110,石橋クリニック,477-0031,愛知県東海市大田町替地４－１,0562(36)1101,"3,080 ",○,0ヵ月以上,×,,
A230090,なるみやクリニック,481-0004,愛知県北名古屋市鹿田栄１７１－１,0568(25)1981,"3,000 ",○,満1歳以上,×,,
A230134,ようていファミリークリニック,481-0006,愛知県北名古屋市熊之庄宮地９７,0568(80)7124,"2,150 ",○,満1歳以上,×,,
A230061,医療法人倫紀会　いぶき野クリニック,481-0006,愛知県北名古屋市熊之庄宮地１０,0568(26)3600,"3,000 ",○,満1歳以上,×,,
A230128,医療法人　羊蹄会　ようてい健康増進クリニック,481-0033,愛知県北名古屋市西之保三町地３－１,0568(23)3355,"2,150 ",○,満1歳以上,×,,
A230126,医療法人　羊蹄会　ようてい中央クリニック,482-0003,愛知県岩倉市曽野町郷前１７,0587(66)5133,"2,150 ",○,満1歳以上,×,,
A230020,医療法人　すばるクリニック,483-8157,愛知県江南市北山町西２１９－１,0587(51)6636,"3,080 ",○,満6歳以上,×,,
A230034,医療法人　啓友会　宮崎整形外科外科内科,484-0888,"愛知県犬山市大字羽黒新田
字下蝉屋７－１",0568(68)0461,"3,000 ",○,満1歳以上,×,,
A230048,医療法人双寿会　塚原外科・内科,485-0029,愛知県小牧市中央２－１８５,0568(77)3175,"2,700 ",○,満1歳以上,○,"3,080 ",1事業所1回訪問10名以上
A230091,医療法人　純正会　小牧第一病院,485-0029,愛知県小牧市中央５－３９,0568(77)1301,"3,080 ",○,満16歳以上,×,,
A230074,小野クリニック,490-1106,愛知県あま市小路３－９－６,052(445)2221,"3,000 ",○,満1歳以上,○,"3,000 ",1事業所1回訪問30名以上
A230035,医療法人加藤レディスクリニック,491-0352,愛知県一宮市萩原町富田方八剱１２,0586(68)1011,"3,000 ",○,0ヵ月以上,×,,
A230040,酒井内科,491-0353,愛知県一宮市萩原町萩原替土４３,0586(69)7321,"2,700 ",○,満1歳以上,×,,
A230042,鎌田内科,491-0858,愛知県一宮市栄１－１０－１０,0586(72)0758,"3,000 ",○,満1歳以上,×,,
A230085,かじうらファミリークリニック,492-8062,愛知県稲沢市下津住吉町２２,0587(34)5556,"3,000 ",○,満1歳以上,×,,
A230119,きたやまクリニック,492-8211,愛知県稲沢市稲沢町北山１８－２,0587(24)3183,"3,080 ",○,満1歳以上,×,,
A230088,増田医院,497-0040,愛知県海部郡蟹江町城２－４９６,0567(95)1615,"3,000 ",×,,×,,
A240019,かっさいレディースクリニック,510-0035,三重県四日市市陶栄町２－２,059(328)5500,"3,080 ",○,満13歳以上,×,,
A240023,皮フ科　サンクリニック,510-0072,"三重県四日市市九の城町４－１６
メゾン鹿１Ｆ",059(355)3030,"3,000 ",○,2ヵ月以上,×,,
A240018,四日市眼科クリニック,510-0086,"三重県四日市市諏訪栄町５－８
ローレルタワーシュロア四日市１階",059(355)0717,"3,000 ",○,0ヵ月以上,×,,
A240009,小林内科胃腸科,510-8014,三重県四日市市富田１－９－３,059(364)0006,"3,000 ",○,満1歳以上,×,,
A240017,医療法人　みやこクリニック,512-8065,三重県四日市市千代田町３０７－１,059(363)4666,"3,000 ",○,満1歳以上,×,,
A240007,小西ヒフ科医院,514-0004,三重県津市栄町２－４５７,059(228)5498,"3,000 ",×,,×,,
A240008,緑の街医院,514-0064,"三重県津市長岡町３０１８－３
緑の街バス停前",059(213)5111,"2,980 ",○,満6歳以上,×,,
A240024,西井　一浩クリニック,515-0011,三重県松阪市高町１９２－５,0598(52)2410,"3,080 ",○,満6歳以上,×,,
A240028,大久保クリニック,515-0056,三重県松阪市宝塚町１５０９－５,0598(22)0220,"3,000 ",○,0ヵ月以上,×,,
A240032,医療法人　藤井整形外科胃腸科,515-1105,三重県松阪市大河内町７７７,0598(36)0346,"3,000 ",○,満3歳以上,×,,
A240005,おざき内科クリニック,516-0805,三重県伊勢市御薗町高向６８６－２７,0596(20)0155,"3,080 ",○,満7歳以上,×,,
A240020,医療法人　佐々木クリニック,519-0103,三重県亀山市川合町１２３４－４,0595(83)1331,"3,080 ",○,満13歳以上,×,,
A250021,松島産婦人科医院,520-0027,滋賀県大津市錦織３－６－２２,077(525)0025,"3,000 ",○,満16歳以上,×,,
A250005,きづみのるクリニック,520-0047,滋賀県大津市浜大津１－２－２５,077(527)5151,"3,000 ",○,満15歳以上,×,,
A250060,田中診療所,520-0105,滋賀県大津市下阪本６－１２－２４,077(578)0126,"2,700 ",○,満3歳以上,×,,
A250018,医療法人社団　エルシーエー　日吉台診療所,520-0112,滋賀県大津市日吉台４－１５－１,077(579)3833,"3,000 ",○,満1歳以上,×,,
A250064,山岡医院,520-0113,滋賀県大津市坂本６－２７－２１,077(578)0145,"3,000 ",○,満12歳以上,×,,
A250057,医療法人　滋賀勤労者保健会　坂本民主診療所,520-0113,滋賀県大津市坂本６－２５－３０,077(579)7121,"3,000 ",○,満1歳以上,×,,
A250007,医療法人　湖明会　たかはし小児科循環器科医院,520-0241,滋賀県大津市今堅田２－８－２１,077(572)3982,"3,000 ",○,満1歳以上,×,,
A250031,医療法人　恵和会　林内科クリニック,520-0241,滋賀県大津市今堅田二丁目１６番１１号,077(573)4456,"3,000 ",○,満15歳以上,×,,
A250022,医療法人　緑泉会　小泉医院,520-0241,滋賀県大津市今堅田２－２６－１５,077(571)0575,"3,080 ",○,満1歳以上,×,,
A250013,よしだクリニック,520-0242,滋賀県大津市本堅田３－１８－３,077(573)2111,"3,000 ",○,満1歳以上,×,,
A250036,医療法人誠尽会　ほんだクリニック,520-0246,滋賀県大津市仰木の里７－１－１２,077(536)5530,"3,000 ",○,満1歳以上,×,,
A250045,ふくた診療所,520-0515,滋賀県大津市八屋戸９７１－５,077(592)8003,"3,080 ",○,満12歳以上,×,,
A250037,医療法人　やまもとファミリークリニック,520-0801,"滋賀県大津市におの浜２－２－５
大津スカイハイツ１階１０８号",077(526)8970,"3,080 ",○,6ヵ月以上,×,,
A250061,医療法人　石場診療所,520-0805,滋賀県大津市石場９－６,077(522)7776,"3,080 ",○,満6歳以上,×,,
A250029,医療法人　滋賀勤労者保健会　膳所診療所,520-0817,滋賀県大津市昭和町７－１６,077(524)8114,"3,080 ",○,満1歳以上,×,,
A250055,谷　医院,520-0822,滋賀県大津市秋葉台６－３９,077(526)8448,"3,000 ",○,6ヵ月以上,×,,
A250025,藤田整形外科医院,520-0832,"滋賀県大津市粟津町１１－６
山田ビル",077(534)7615,"3,000 ",○,満5歳以上,×,,
A250014,粟津診療所,520-0833,滋賀県大津市晴嵐１－１８－３,077(537)0501,"3,000 ",○,満7歳以上,×,,
A250027,医療法人　土田医院　土田耳鼻咽喉科,520-1214,滋賀県高島市安曇川町末広３－２２－１,0740(32)3317,"3,000 ",○,満1歳以上,×,,
A250040,けいこピュアクリニック,520-1604,滋賀県高島市今津町浜分６７－１２８,0740(24)7000,"3,000 ",○,満1歳以上,×,,
A250032,小川診療所,520-3107,滋賀県湖南市石部東２－５－３８,0748(77)8082,"3,000 ",○,満1歳以上,×,,
A250056,医療法人　寛博会　工藤神経内科クリニック,521-0016,滋賀県米原市下多良３－３６,0749(52)6760,"3,080 ",○,満13歳以上,×,,
A250028,医療法人　田中クリニック,522-0056,滋賀県彦根市開出今町１５１６－１８,0749(27)1611,"3,000 ",○,満1歳以上,×,,
A250026,医療法人社団　まつだクリニック,523-0893,滋賀県近江八幡市桜宮町２１１－３,0748(33)2703,"3,080 ",○,0ヵ月以上,×,,
A250004,渡辺医院,524-0052,滋賀県守山市大門町５６－１,077(582)8627,"3,080 ",○,満1歳以上,×,,
A250006,竹岡診療所,525-0034,"滋賀県草津市草津２－１２－２７
たかおビル２階",077(567)5211,"3,080 ",○,満3歳以上,×,,
A250046,筧　医院,526-0832,滋賀県長浜市大東町５６,0749(62)7330,"3,080 ",○,満1歳以上,×,,
A250016,医療法人社団　広島外科整形外科医院,527-0021,滋賀県東近江市八日市東浜町１－２７,0748(22)1311,"3,000 ",○,満1歳以上,×,,
A250033,こすぎクリニック,527-0174,滋賀県東近江市大萩町４６,0749(46)8000,"3,080 ",○,満1歳以上,×,,
A250049,やまもと内科・外科クリニック,528-0042,滋賀県甲賀市水口町虫生野中央１１１,0748(62)9559,"3,080 ",○,6ヵ月以上,×,,
A250047,やまぐち内科クリニック,529-1444,滋賀県東近江市五個荘石塚町２４－７,0748(43)2300,"3,000 ",○,6ヵ月以上,×,,
A260110,富岡医院,600-8029,"京都府京都市下京区寺町通り五条上ル西
橋詰町７６５",075(351)2222,"3,000 ",○,満7歳以上,×,,
A260016,医療法人　仏光会　小西仏光寺診療所,600-8074,"京都府京都市下京区仏光寺通柳馬場西入
東前町３９８",075(351)3095,"3,000 ",○,0ヵ月以上,×,,
A260096,医療法人社団　和田クリニック,600-8216,"京都府京都市下京区塩小路通東洞院東入
東塩小路町５４７－３明石屋ビル２Ｆ",075(341)0025,"3,080 ",○,満13歳以上,×,,
A260113,医療法人　西澤内科医院,600-8223,"京都府京都市下京区七条通油小路東入
大黒町２５３",075(343)5022,"3,080 ",○,満1歳以上,×,,
A260027,井上医院,600-8837,京都府京都市下京区夷馬場町２－３,075(353)8706,"3,080 ",○,満1歳以上,×,,
A260081,山本クリニック,601-0251,"京都府京都市右京区京北周山町室谷１－
２",075(852)6070,"3,080 ",○,満1歳以上,×,,
A260002,医療法人社団　京健会　松井クリニック,601-8005,"京都府京都市南区東九条西岩本町
１０－２　朝日ビル２階南",075(693)3972,"3,000 ",×,,○,"3,000 ",1事業所1回訪問50名以上
A260106,医療法人　ますぎクリニック,601-8036,京都府京都市南区東九条松田町１７,075(661)1514,"3,000 ",○,満3歳以上,×,,
A260015,医療法人　恵周会　竹内医院,601-8339,京都府京都市南区吉祥院里ノ内町８３,075(681)6778,"3,000 ",○,満1歳以上,×,,
A260108,しばじクリニック,601-8452,"京都府京都市南区唐橋堂ノ前町２３－１
洛南スクエアビル２階",075(661)3400,"2,700 ",○,満1歳以上,×,,
A260033,医療法人同仁会（社団）京都九条病院,601-8453,京都府京都市南区唐橋羅城門町１０,075(691)7756,"3,080 ",○,満15歳以上,×,,
